1,Tue Aug 02 09:59:36 UTC 2011,true,普通客户,,0.002,Tue Aug 02 09:59:36 UTC 2011
2,Tue Aug 02 09:59:36 UTC 2011,true,VIP客户,,0.001,Tue Aug 02 09:59:36 UTC 2011
