1,Tue Aug 02 09:59:52 UTC 2011,true,管理员角色,Tue Aug 02 10:21:29 UTC 2011
2,Tue Aug 02 09:59:52 UTC 2011,true,操作员角色,Tue Aug 02 10:24:33 UTC 2011
