1,Tue Aug 02 09:59:26 UTC 2011,"can?(:create,ComputerBill) ? new_computer_bill_path : collection_path(""search[from_org_id_in]"" => current_user.current_ability_org_ids,""search[completed_eq]"" => 0,""search[bill_date_eq]"" => Date.today,:sort => ""carrying_bills.bill_date desc,goods_no"",:direction => ""asc"")",true,1,运单录入,1,Tue Aug 02 09:59:26 UTC 2011
2,Tue Aug 02 09:59:26 UTC 2011,"can?(:create,HandBill) ? new_computer_bill_path : collection_path(""search[from_org_id_in]"" => current_user.current_ability_org_ids,""search[completed_eq]"" => 0,""search[bill_date_eq]"" => Date.today,:sort => ""carrying_bills.bill_date desc,goods_no"",:direction => ""asc"")",false,1,手工运单录入,1,Tue Aug 02 09:59:26 UTC 2011
3,Tue Aug 02 09:59:26 UTC 2011,"can?(:create,TransitBill) ? new_transit_bill_path : collection_path(""search[from_org_id_in]"" => current_user.current_ability_org_ids,""search[completed_eq]"" => 0,""search[bill_date_eq]"" => Date.today,:sort => ""carrying_bills.bill_date desc,goods_no"",:direction => ""asc"")",true,1,中转运单录入,1,Tue Aug 02 09:59:26 UTC 2011
4,Tue Aug 02 09:59:26 UTC 2011,"can?(:create,HandTransitBill) ? new_hand_transit_bill_path : collection_path(""search[from_org_id_in]"" => current_user.current_ability_org_ids,""search[completed_eq]"" => 0,""search[bill_date_eq]"" => Date.today,:sort => ""carrying_bills.bill_date desc,goods_no"",:direction => ""asc"")",false,1,手工中转运单录入,1,Tue Aug 02 09:59:26 UTC 2011
5,Tue Aug 02 09:59:27 UTC 2011,"can?(:create,KidsTransitBill) ? new_kids_transit_bill_path : collection_path(""search[from_org_id_in]"" => current_user.current_ability_org_ids,""search[completed_eq]"" => 0,""search[bill_date_eq]"" => Date.today,:sort => ""carrying_bills.bill_date desc,goods_no"",:direction => ""asc"")",true,1,童装运单录入,1,Tue Aug 02 09:59:27 UTC 2011
6,Tue Aug 02 09:59:27 UTC 2011,load_lists_path,true,1,货物运输清单管理,1,Tue Aug 02 09:59:27 UTC 2011
7,Tue Aug 02 09:59:27 UTC 2011,"arrive_load_lists_path(""search[state_eq]"" => ""shipped"")",true,1,到货清单管理,1,Tue Aug 02 09:59:27 UTC 2011
8,Tue Aug 02 09:59:27 UTC 2011,new_distribution_list_path,false,1,分货清单管理,1,Tue Aug 02 09:59:27 UTC 2011
9,Tue Aug 02 09:59:27 UTC 2011,new_transit_info_path,true,1,货物中转,1,Tue Aug 02 09:59:27 UTC 2011
10,Tue Aug 02 09:59:27 UTC 2011,new_deliver_info_path(:show_multi => 1),true,1,客户提货,1,Tue Aug 02 09:59:27 UTC 2011
11,Tue Aug 02 09:59:28 UTC 2011,new_transit_deliver_info_path,true,1,中转提货,1,Tue Aug 02 09:59:28 UTC 2011
12,Tue Aug 02 09:59:28 UTC 2011,before_new_return_bills_path,true,1,退货单管理,1,Tue Aug 02 09:59:28 UTC 2011
13,Tue Aug 02 09:59:28 UTC 2011,short_fee_infos_path,false,1,短途运费管理,1,Tue Aug 02 09:59:28 UTC 2011
14,Tue Aug 02 09:59:28 UTC 2011,"simple_search_carrying_bills_path(""search[completed]"" => false,""search[from_org_id_eq]"" => current_user.default_org.id,:sort => ""carrying_bills.bill_date desc,carrying_bills.goods_no"",:direction => ""asc"" )",true,1,运单修改,2,Tue Aug 02 09:59:28 UTC 2011
15,Tue Aug 02 09:59:29 UTC 2011,"simple_search_carrying_bills_path(:rpt_type => ""rpt_no_delivery"",:show_fields =>"".stranded_days"",:hide_fields => "".insured_fee"",""search[state_in]"" => [""reached"",""distributed""],""search[from_org_id_eq]"" => current_user.default_org.id,:sort => ""carrying_bills.bill_date asc,carrying_bills.goods_no"",:direction => ""asc"" )",true,1,未提货报表,2,Tue Aug 02 09:59:29 UTC 2011
16,Tue Aug 02 09:59:29 UTC 2011,"simple_search_carrying_bills_path(:rpt_type => ""rpt_no_delivery"",:show_fields =>"".stranded_days"",:hide_fields => "".insured_fee"",""search[state_in]"" => [""reached"",""distributed""],""search[to_org_id_eq]"" => current_user.default_org.id,:sort => ""carrying_bills.bill_date asc,carrying_bills.goods_no"",:direction => ""asc"" )",true,1,本地未提货统计,2,Tue Aug 02 09:59:29 UTC 2011
