1,8,Tue Aug 02 09:59:36 UTC 2011,true,建行,Tue Aug 02 09:59:36 UTC 2011
2,2,Tue Aug 02 09:59:36 UTC 2011,true,浦发,Tue Aug 02 09:59:36 UTC 2011
